posId,storeId,clientCode,userName,password,referenceStoreInPos,posAPIType,category,storeRosterCode,companyId,integrationProviderId,scheduleCheckerLatestPosTime,scheduleCheckerEarliestReportTime,createdOn,UpdatedOn
956,852,1105,APIDataReaderTraffic,shaver1234,5000000103,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
957,919,1105,APIDataReaderTraffic,shaver1234,5000000111,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
958,830,1105,APIDataReaderTraffic,shaver1234,5000000113,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
959,908,1105,APIDataReaderTraffic,shaver1234,5000000115,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
960,848,1105,APIDataReaderTraffic,shaver1234,5000000127,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
961,851,1105,APIDataReaderTraffic,shaver1234,5000000135,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
962,926,1105,APIDataReaderTraffic,shaver1234,5000000139,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
963,846,1105,APIDataReaderTraffic,shaver1234,5000000145,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
964,1028,1105,APIDataReaderTraffic,shaver1234,5000000147,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
965,873,1105,APIDataReaderTraffic,shaver1234,5000000149,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
966,1034,1105,APIDataReaderTraffic,shaver1234,5000000151,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
967,1030,1105,APIDataReaderTraffic,shaver1234,5000000153,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
968,922,1105,APIDataReaderTraffic,shaver1234,5000000165,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
969,1020,1105,APIDataReaderTraffic,shaver1234,5000000173,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
970,948,11305,NULL,NULL,NULL,2,NULL,NULL,59,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
971,947,11304,NULL,NULL,NULL,2,NULL,NULL,59,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
972,944,11341,NULL,NULL,NULL,2,NULL,NULL,59,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
973,945,11318,NULL,NULL,NULL,2,NULL,NULL,59,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
974,938,1105,APIDataReaderTraffic,shaver1234,5000000177,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
976,1057,1105,APIDataReaderTraffic,shaver1234,5000000181,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
977,1086,1105,APIDataReaderTraffic,shaver1234,5000000183,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
978,10052,502,NULL,NULL,NULL,2,"OS,TE,PC,SU,FN,SE",NULL,120,NULL,NULL,NULL,"2018-11-01 05:15:41","2020-12-11 08:55:24"
979,190270,502,NULL,NULL,NULL,2,OS,NULL,120,NULL,NULL,NULL,"2018-11-01 05:15:41","2020-12-11 08:55:24"
980,190271,502,NULL,NULL,NULL,2,FN,NULL,120,NULL,NULL,NULL,"2018-11-01 05:15:41","2020-12-11 08:55:24"
981,190272,502,NULL,NULL,NULL,2,TE,NULL,120,NULL,NULL,NULL,"2018-11-01 05:15:41","2020-12-11 08:55:24"
982,190273,502,NULL,NULL,NULL,2,PC,NULL,120,NULL,NULL,NULL,"2018-11-01 05:15:41","2020-12-11 08:55:24"
983,1093,"Menlyn Park",,,9106,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
984,1042,NULL,NULL,NULL,NULL,2,NULL,NULL,61,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
985,1043,NULL,NULL,NULL,NULL,2,NULL,NULL,61,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
986,1044,NULL,NULL,NULL,NULL,2,NULL,NULL,61,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
987,1045,NULL,NULL,NULL,NULL,2,NULL,NULL,61,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
988,1046,NULL,NULL,NULL,NULL,2,NULL,NULL,61,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
989,1047,NULL,NULL,NULL,NULL,2,NULL,NULL,61,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
990,1048,NULL,NULL,NULL,NULL,2,NULL,NULL,61,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
991,10066,"200 - Sydney",,,NULL,2,NULL,NULL,56,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 19:00:01"
992,10067,"300 - Melbourne",,,NULL,2,NULL,NULL,56,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 19:00:01"
993,10065,"410 - Southport",,,NULL,2,NULL,NULL,56,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 19:00:01"
994,10064,"600 - Perth",,,NULL,2,NULL,NULL,56,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 19:00:01"
995,1070,1105,APIDataReaderTraffic,shaver1234,5000000179,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
997,213,NULL,NULL,NULL,20404,2,NULL,NULL,64,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
998,218,NULL,NULL,NULL,20445,2,NULL,NULL,64,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
999,1049,NULL,NULL,NULL,1808,2,NULL,NULL,64,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1000,721,NULL,NULL,NULL,20286,2,NULL,NULL,64,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1001,865,NULL,NULL,NULL,1052,2,NULL,NULL,64,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1002,1089,NULL,NULL,NULL,20329,2,NULL,NULL,64,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1004,155,1mVqNC5LK7cHgWV8iu9xWG_7rCc7yjLC4h792Y2s,snowscene,NULL,3adff536-c9e6-11e3-a0f5-b8ca3a64f8f4,2,NULL,NULL,65,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1005,190,"Palmerston Darwin",,,5102,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1006,312,1105,APIDataReaderTraffic,shaver1234,5000000187,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
1007,208,1105,APIDataReaderTraffic,shaver1234,5000000189,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
1008,217,1105,APIDataReaderTraffic,shaver1234,5000000192,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
1009,1110,Chatswood,,,2110,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1011,855,410218,API,Grey1234,32,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1012,856,410218,API,Grey1234,30,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1013,1123,410218,API,Grey1234,24,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1014,1159,410218,API,Grey1234,19,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1015,1160,410218,API,Grey1234,25,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1016,1176,410218,API,Grey1234,29,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1017,858,410218,API,Grey1234,34,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1098,1124,410218,API,Grey1234,20,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1099,1000002,410218,API,Grey1234,"21 - SL Hornsby",1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1100,1000003,410218,API,Grey1234,"26 - Castle Towers",1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1101,1000004,410218,API,Grey1234,"27 - SL Broadway",1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1102,1163,410218,API,Grey1234,28,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1103,1079,410218,API,Grey1234,31,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1104,1180,410218,API,Grey1234,33,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1105,1193,410218,API,Grey1234,35,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1106,1183,410218,API,Grey1234,36,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1107,1184,410218,API,Grey1234,37,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1108,1164,410218,API,Grey1234,38,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1109,1273,410218,API,Grey1234,39,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1110,329,410218,API,Grey1234,40,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1111,1260,410218,API,Grey1234,42,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1112,857,410218,API,Grey1234,43,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1113,1266,410218,API,Grey1234,44,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1114,1259,410218,API,Grey1234,45,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1115,1281,410218,API,Grey1234,46,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1116,1277,410218,API,Grey1234,47,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1117,1229,410218,API,Grey1234,48,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1118,147,6474,NULL,NULL,NULL,2,NULL,NULL,5,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1119,1174,Narellan,,,2101,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1122,1195,"Mall of Africa",,,9104,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1123,1197,Cavendish,,,9108,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1124,1246,"Canberra Centre",,,NULL,2,NULL,NULL,24,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1125,723,Bondi,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1126,1179,TheIntersection,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1127,1182,Indooroopilly,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1128,1181,Chermside,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1129,1185,Marion,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1131,775,2006,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
1141,1258,410218,API,Grey1234,53,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1142,1115,235,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1143,152,306,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1144,1189,227,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1145,1188,352,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1146,649,111,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1147,328,204,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1148,1063,116,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1149,1119,217,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1150,1064,152,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1151,1122,134,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1152,667,133,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1153,1075,319,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1154,860,325,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1155,1120,321,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1156,798,324,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1157,840,302,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1158,854,241,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1159,709,137,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1160,433,320,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1161,861,243,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1162,971,350,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1163,797,213,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1164,1076,201,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1165,799,112,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1170,1091,330,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1171,1117,138,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1172,1116,128,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1173,740,110,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1174,1121,223,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1175,1113,105,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1176,1114,129,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1177,1108,126,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1178,1118,209,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1179,859,118,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1180,1177,107,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1181,1178,338,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1186,949,139,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1203,1262,1105,APIDataReaderTraffic,shaver1234,5000000195,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
1204,1236,1105,APIDataReaderTraffic,shaver1234,5000000194,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
1205,1454,1105,APIDataReaderTraffic,shaver1234,5000000198,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
1206,1441,1105,APIDataReaderTraffic,shaver1234,5000000199,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
1207,1429,1105,APIDataReaderTraffic,shaver1234,5000000202,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
1214,1205,410218,API,Grey1234,49,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1215,1207,410218,API,Grey1234,50,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1216,1438,410218,API,Grey1234,51,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1217,1249,410218,API,Grey1234,52,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1219,1253,410218,API,Grey1234,54,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1220,1306,410218,API,Grey1234,55,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1221,1171,410218,API,Grey1234,56,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1222,1278,410218,API,Grey1234,57,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1223,1170,410218,API,Grey1234,58,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1224,1256,410218,API,Grey1234,59,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1225,1421,410218,API,Grey1234,60,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1226,1437,410218,API,Grey1234,61,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1227,1393,410218,API,Grey1234,62,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1228,1436,410218,API,Grey1234,63,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1229,1295,410218,API,Grey1234,64,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1246,1112,114,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1250,1445,NULL,NULL,NULL,20079,2,NULL,NULL,64,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1251,1307,NULL,NULL,NULL,20044,2,NULL,NULL,64,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1252,1297,1105,APIDataReaderTraffic,shaver1234,5000000185,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
1253,1285,Belmont,,,6037,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1254,1290,"Queen St",,,9033,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1255,1210,Bondi,,,NULL,2,NULL,NULL,85,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1256,1243,Chadstone,,,NULL,2,NULL,NULL,85,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1257,1238,"Chapel Street",,,NULL,2,NULL,NULL,85,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1258,1274,Chermside,,,NULL,2,NULL,NULL,85,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1259,1268,Claremont,,,NULL,2,NULL,NULL,85,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1260,1240,Emporium,,,NULL,2,NULL,NULL,85,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1261,1201,"Macquarie Centre",,,NULL,2,NULL,NULL,85,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1262,1234,Miranda,,,NULL,2,NULL,NULL,85,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1263,1282,"Pacific Fair",,,NULL,2,NULL,NULL,85,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1264,1232,Paddington,,,NULL,2,NULL,NULL,85,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1265,1230,"Sydney Westfield",,,NULL,2,NULL,NULL,85,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1266,1172,"Warringah Mall",,,NULL,2,NULL,NULL,85,7,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1273,150,6613,NULL,NULL,NULL,2,NULL,NULL,5,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1274,1294,546,,,NULL,2,NULL,NULL,15,4,00:00:00,05:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:15"
1275,10141,Riccarton,,,9034,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
1276,1431,1170,,,NULL,2,NULL,NULL,95,4,02:30:00,04:20:00,"2018-11-01 05:15:41","2020-05-05 07:44:42"
1277,1433,1140,,,NULL,2,NULL,NULL,95,4,02:30:00,04:20:00,"2018-11-01 05:15:41","2020-05-05 07:44:42"
1282,10142,"300 - Melbourne (Russell St)",,,NULL,2,NULL,NULL,56,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 19:00:01"
1287,1309,"STORES : Milligram Melbourne Central",,,NULL,2,NULL,NULL,89,6,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:20"
1288,30001,Chatswood,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1289,30002,ClaremontQtr,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1290,30003,Eastland,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1291,30004,"Pacific Fair",NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1292,30005,RundleSt,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1295,648,ClaremontQtr,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1296,646,"Pacific Fair",NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1297,609,RundleSt,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
1298,1107,V340,,,NULL,2,NULL,NULL,98,4,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:21"
1299,1103,V315,,,NULL,2,NULL,NULL,98,4,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:21"
1300,30006,V408,,,NULL,2,NULL,NULL,98,4,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:21"
1302,30010,N449,,,NULL,2,NULL,NULL,98,4,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:21"
1303,151,S132,,,NULL,2,NULL,NULL,98,4,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:21"
1304,160,S234,,,NULL,2,NULL,NULL,98,4,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:21"
1305,1209,N175,,,NULL,2,NULL,NULL,98,4,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:21"
1306,1217,N172,,,NULL,2,NULL,NULL,98,4,00:00:00,NULL,"2018-11-01 05:15:41","2020-05-06 04:47:21"
